"wapi_add_route_gw","wapi.h","defined(CONFIG_NET_ROUTE)","int","int","int","FAR const struct in_addr *","FAR const struct in_addr *","FAR const struct in_addr *"
"wapi_chan2freq","wapi.h","","int","int","FAR const char *","int","FAR double *"
"wapi_dbm2mwatt","wapi.h","","int","int"
"wapi_del_route_gw","wapi.h","defined(CONFIG_NET_ROUTE)","int","int","int","FAR const struct in_addr *","FAR const struct in_addr *","FAR const struct in_addr *"
"wapi_escan_channel_init","wapi.h","","int","int","FAR const char *","uint8_t","FAR const char *","uint8_t *","int"
"wapi_escan_init","wapi.h","","int","int","FAR const char *","uint8_t","FAR const char *"
"wapi_extend_params","wapi.h","","int","int","int","FAR struct iwreq *"
"wapi_freq2chan","wapi.h","","int","int","FAR const char *","double","FAR int *"
"wapi_get_ap","wapi.h","","int","int","FAR const char *","FAR struct ether_addr *"
"wapi_get_bitrate","wapi.h","","int","int","FAR const char *","FAR int *","FAR enum wapi_bitrate_flag_e *"
"wapi_get_country","wapi.h","","int","int","FAR const char *","FAR char *"
"wapi_get_essid","wapi.h","","int","int","FAR const char *","FAR char *","FAR enum wapi_essid_flag_e *"
"wapi_get_freq","wapi.h","","int","int","FAR const char *","FAR double *","FAR enum wapi_freq_flag_e *"
"wapi_get_ifup","wapi.h","","int","int","FAR const char *","FAR int *"
"wapi_get_ip","wapi.h","","int","int","FAR const char *","struct in_addr *"
"wapi_get_mode","wapi.h","","int","int","FAR const char *","FAR enum wapi_mode_e *"
"wapi_get_netmask","wapi.h","","int","int","FAR const char *","FAR struct in_addr *"
"wapi_get_pmksa","wapi.h","","int","int","FAR const char *","FAR uint8_t *","int"
"wapi_get_power_save","wapi.h","","int","int","FAR const char *","int"
"wapi_get_pta_prio","wapi.h","","int","int","FAR const char *","enum wapi_pta_prio_e *"
"wapi_get_sensitivity","wapi.h","","int","int","FAR const char *","FAR int *"
"wapi_get_txpower","wapi.h","","int","int","FAR const char *","FAR int *","FAR enum wapi_txpower_flag_e *"
"wapi_load_config","wapi.h","defined(CONFIG_WIRELESS_WAPI_INITCONF)","FAR void *","FAR const char *","FAR const char *","FAR struct wpa_wconfig_s *"
"wapi_make_broad_ether","wapi.h","","int","FAR struct ether_addr *"
"wapi_make_null_ether","wapi.h","","int","FAR struct ether_addr *"
"wapi_make_socket","wapi.h","","int"
"wapi_mwatt2dbm","wapi.h","","int","int"
"wapi_save_config","wapi.h","defined(CONFIG_WIRELESS_WAPI_INITCONF)","int","FAR const char *","FAR const char *","FAR const struct wpa_wconfig_s *"
"wapi_scan_channel_init","wapi.h","","int","int","FAR const char *","FAR const char *","uint8_t *","int"
"wapi_scan_coll","wapi.h","","int","int","FAR const char *","FAR struct wapi_list_s *"
"wapi_scan_coll_free","wapi.h","","void","FAR struct wapi_list_s *"
"wapi_scan_init","wapi.h","","int","int","FAR const char *","FAR const char *"
"wapi_scan_stat","wapi.h","","int","int","FAR const char *"
"wapi_set_ap","wapi.h","","int","int","FAR const char *","FAR const struct ether_addr *"
"wapi_set_bitrate","wapi.h","","int","int","FAR const char *","int","int"
"wapi_set_country","wapi.h","","int","int","FAR const char *","FAR const char *"
"wapi_set_essid","wapi.h","","int","int","FAR const char *","FAR const char *","int"
"wapi_set_freq","wapi.h","","int","int","FAR const char *","double","int"
"wapi_set_ifdown","wapi.h","","int","int","FAR const char *"
"wapi_set_ifup","wapi.h","","int","int","FAR const char *"
"wapi_set_ip","wapi.h","","int","int","FAR const char *","FAR const struct in_addr *"
"wapi_set_mode","wapi.h","","int","int","FAR const char *","int"
"wapi_set_pmksa","wapi.h","","int","int","FAR const char *","FAR const uint8_t *","int"
"wapi_set_power_save","wapi.h","","int","int","FAR const char *","int"
"wapi_set_pta_prio","wapi.h","","int","int","FAR const char *","int"
"wapi_set_txpower","wapi.h","","int","int","FAR const char *","int","int"
"wapi_unload_config","wapi.h","defined(CONFIG_WIRELESS_WAPI_INITCONF)","void","FAR void *"
"wpa_driver_wext_associate","wapi.h","","int","FAR struct wpa_wconfig_s *"
"wpa_driver_wext_disconnect","wapi.h","","void","int","FAR const char *"
"wpa_driver_wext_get_auth_param","wapi.h","","int","int","FAR const char *","int","uint32_t *"
"wpa_driver_wext_get_key_ext","wapi.h","","int","int","FAR const char *","enum wpa_alg_e *","FAR char *","size_t *"
"wpa_driver_wext_set_auth_param","wapi.h","","int","int","FAR const char *","int","uint32_t"
"wpa_driver_wext_set_key_ext","wapi.h","","int","int","FAR const char *","int","FAR const char *","size_t"
